URL,Company,Summary,Keywords,Country,SuperSector,Search Keywords
https://www.linkedin.com/posts/markeluk_article-how-will-ai-affect-the-job-market-activity-7109800792974348288-HYf1,Markel,"How ChatGPT affects human and machine work | Markel UK posted on the topic | LinkedInAgree & Join LinkedInBy clicking Continue, you agree to LinkedIn’s, and.Markel UK’s Post8,83","('ChatGPT', 'Generative AI')",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.nasdaq.com/articles/heres-why-hold-strategy-is-apt-for-markel-group-mkl-now,Markel,The Zacks Consensus Estimate for VGR’s 2024 and 2025 earnings per share is pegged at $1.24 and $1.33 respectively . Kevin Cook names 5 hand-picked stocks with sky-,"('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/posts/markeluk_how-smes-are-learning-to-leverage-ai-opportunities-activity-7114874222639755265--lUE,Markel,"Markel UK posted on the topic | LinkedInAgree & Join LinkedInBy clicking Continue, you agree to LinkedIn’s, and.Markel UK’s Post8,834 followers6moFergal Reid, Senior","('OpenAI', 'ChatGPT')",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.enterprisesoftware.blog/esd-episodes/ep-9-evolving-impacts-of-ai-on-security-with-markel-ciso-and-chief-privacy-officer-patti-titus,Markel,"Patti shares her thoughts on the opportunities and challenges of AIâs growing popularity, the balance of AI regulation and innovation, and considerations for the next generation of AI threat response .ChatGPT has given us a whole","('ChatGPT', 'Generative AI')",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.securityweek.com/wyndham-settles-ftc-charges-without-paying-fine/,Wyndham Worldwide,"SecurityWeek’s Ransomware Resilience and Recovery Summit helps businesses to plan, prepare, and recover from a ransomware incident .The next twelve months will see the implementation of several regulations designed to improve cybersecurity standards across","('ChatGPT',)",United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.armstrongteasdale.com/thought-leadership/wyndham-ruling-questions-ftcs-past-approach-to-data-security-regulation/,Wyndham Worldwide,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.hotel-online.com/press_releases/release/from-bad-to-worse-for-wyndham/,Wyndham Worldwide,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.hospitalitynet.org/news/4059021.html,Wyndham Worldwide,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.coursehero.com/file/23341991/Wyndham-Case-analysis/,Wyndham Worldwide,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.chiefmarketer.com/wyndham-hotel-group-elevates-marketing-departments/,Wyndham Worldwide,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://techcrunch.com/2017/07/31/wyndham-hotel-group-buys-love-home-swap-for-53m/,Wyndham Worldwide,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.pymnts.com/news/2015/court-upholds-ftc-power-over-lax-cybersecurity/,Wyndham Worldwide,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.ajg.com/us/news-and-insights/2023/apr/explore-chatgpt-for-recruiting-but-proceed-with-caution/,Arthur J. Gallagher,"ChatGPT offers exciting possibilities for recruiting, but the technology brings significant privacy and copyright risks . In March 2023, OpenAI released Chat GPT-4 . This version will be available as an Application Programming Interface .","('ChatGPT', 'GPT-4', 'OpenAI')",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.ajg.com/uk/news-and-insights/2023/april/chatgpt-a-useful-new-tool-for-cyber-attackers/,Arthur J. Gallagher,"ChatGPT (GPT stands for Generated Pre-trained Transformer) is an artificial intelligence chatbot or conversation engine . It was released to the public in November 2022, by, an AI research and development company, and became","('ChatGPT', 'Chatbot', 'OpenAI')",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://corpgov.com/replay-ai-security-risk-management-join-virtual-panel/,Arthur J. Gallagher,"REPLAY: ChatGPT and AI: Security, Risk and Investing – Join Expert PanelCorpGovFull Article 5 minutes readREPLAY . ChatGPt and AI .","('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/posts/brian-tolbert-70a568a_chatgpteverything-you-need-to-know-bernieportal-activity-7041365893032894465-k6-g,Arthur J. Gallagher,"The AI-powered chatbot provides users with a question-and-response tool that mimics human interaction . ChatGPT can handle a variety of tasks, from scheduling appointments to answering common questions, freeing","('ChatGPT', 'Chatbot')",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.nasdaq.com/articles/arthur-j.-gallagher-ajg-reports-next-week:-wall-street-expects-earnings-growth-4,Arthur J. Gallagher,"The company beat consensus EPS estimates in each of the trailing four quarters .Stay on top of earnings announcements with the.Zacks Reveals ChatGPT ""Sleeper"" StockOne little","('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://ipo-edge.com/replay-ai-security-risk-management-join-virtual-panel-may-10-at-1-pm-est/,Arthur J. Gallagher,"REPLAY – ChatGPT and AI: Security, Risk and Investing – Join Expert Panel IPO EdgeFull Article 5 minutes readREPLAY, chatGPT, AI and Security .","('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://altindex.com/ticker/ajg/ai-stock-analysis,Arthur J. Gallagher,. .,(),United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.nasdaq.com/articles/arthur-j.-gallaghers-ajg-acquisitions-to-boost-core-business,Arthur J. Gallagher,"In the year-to-date period, BRO has gained 29.1% .Ryan Specialty has a decent track record of beating earnings estimates in two of the last four quarters, meeting once and missing the other","('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.theretirementgroup.com/featured-article/5448097/burlington-stores-employees-can-chatgpt-help-with-your-budget,Burlington Stores,"ChatGPT, an advanced AI chatbot, provides personalized assistance in various areas, including budgeting, translating text, and writing . Utilizing this revolutionary tool can help simplify the process of creating and maintaining a household budget, allowing","('ChatGPT', 'Chatbot')",United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.nasdaq.com/articles/burlington-stores-burl-gains-70-in-6-months:-heres-why,Burlington Stores,"ANF has a trailing four-quarter average earnings surprise of 715.6% .Zacks Reveals ChatGPT ""Sleeper"" StockOne little-known company is at the heart of an especially brilliant","('ChatGPT',)",United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/posts/piersfawkes_burlington-stores-inc-analysis-on-the-psfk-activity-7134696155799543808-9Dha?trk=public_profile_share_view,Burlington Stores,"UK Government CDO | Driving change in Government, Industry, and Society with Data and AI | Ex-Amazon | DataIQ Top 100 in Data 2020, 2021, 2023 | NED |  in 1w","('Generative AI',)",United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.nasdaq.com/articles/burlington-stores-burl-2.0-store-growth-efforts-look-good,Burlington Stores,AEO delivered an average earnings surprise of 43.2% in the trailing four quarters . The Zacks Consensus Estimate for American Eagle Outfitters’ current financial-year EPS suggests growth of 33% from the,"('ChatGPT',)",United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.marketbeat.com/instant-alerts/nyse-burl-earnings-guidance-2024-03-07/,Burlington Stores,. .,(),United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://news.bloomberglaw.com/litigation/burlington-workers-get-collective-status-after-failed-wage-deal,Burlington Stores,. .,(),United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/posts/cnbc_these-retailers-will-take-over-bed-bath-activity-7080209818350706688-6_Oh,Burlington Stores,. .,(),United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://llsusa.medium.com/burlington-launches-point-of-sale-campaign-to-benefit-lls-september-december-3202e919f0,Burlington Stores,. .,(),United States,Retailing,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.cybersecuritydive.com/news/first-american-financial-encrypted-data/703411/,First American Financial,You can unsubscribe at anytime.Sign upA valid email address is required.Please select at least one newsletter.Editors' picksLeon Neal via Getty ImagesOpinionThe use of ChatGPT could run,"('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.cybersecuritydive.com/news/first-american-financial-offline-cyber-incident/703262/,First American Financial,You can unsubscribe at anytime.Sign upA valid email address is required.Please select at least one newsletter.Editors' picksLeon Neal via Getty ImagesOpinionThe use of ChatGPT could run,"('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.securityweek.com/cyberattack-disrupts-operations-of-first-american-subsidiaries/,First American Financial,"SecurityWeek’s Ransomware Resilience and Recovery Summit helps businesses to plan, prepare, and recover from a ransomware incident .The next twelve months will see the implementation of several regulations designed to improve cybersecurity standards across","('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/posts/nelsonjason1_first-american-financial-corp-leaked-hundreds-activity-7136003555856969729-qahx?trk=public_profile_like_view,First American Financial,. .,(),United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://gbhackers.com/first-american-leaked-885-million-most-sensitive-financial-data-online/,First American Financial,. .,(),United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.techradar.com/news/first-american-financial-aftershock-and-the-need-for-cyber-resilience,First American Financial,. .,(),United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.nasdaq.com/articles/reasons-why-first-american-faf-stock-is-an-attractive-pick,First American Financial,"The Zacks Consensus Estimate for CINF’s 2023 and 2024 earnings per share is pegged at $5 and $5.88, indicating a year-over-year increase of 17.9% and 17.","('ChatGPT',)",United States,Financials,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://techdocs.broadcom.com/us/en/symantec-security-software/information-security/symantec-cloudsoc/cloud/gateway-home/full-gatelet/chatgpt.html,Symantec,ChatGPTMENULoginmyBroadcom Account:UsernameEnglishOpen/Close Topics NavigationProduct MenuTopicsChatGPTSymantec CloudSOC provides full support for the ChatPt,"('OpenAI', 'ChatGPT')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://symantec-enterprise-blogs.security.com/blogs/feature-stories/secure-adoption-generative-ai-apps,Symantec,"Secure Adoption of Generative AI Apps | Symantec Enterprise BlogsMenuMain menuTobias PischlHead of Product Management, Information and Email SecurityManoj SharmaGlobal Head, Security StrategyPosted","('OpenAI', 'ChatGPT', 'Chatbot', 'Generative AI')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://symantec-enterprise-blogs.security.com/blogs/feature-stories-broadcom-software/generative-ai-and-transformation-everything,Symantec,"Generative AI is an innovation that is transforming everything . But like many new technologies, the anxieties it creates may have more to do with fear for the future rather than how that future will be . In just six months","('ChatGPT', 'Generative AI')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/pulse/chatgpt-down-our-confidential-data-up-discussion-chen-yang,Symantec,"ChatGPT is down, but our confidential data is up for discussionChen Y.Tech Leader | Cloud Transformation, Agile & Cybersecurity Specialist | Secure Cloud with a Cloud Right Focus, Enhancing Employee ExperiencePublished Mar","('ChatGPT', 'Chatbot', 'OpenAI')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.broadcom.com/support/security-center/protection-bulletin/chatgpt-themed-android-malware,Symantec,ChatGPT-themed Android Malware . Android malware is a chatGPT .,"('ChatGPT',)",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.youtube.com/watch?v=3ibL46lfQOE,Symantec,Data Protection Considerations for Generative AI - YouTube 2024 Google LLC.,"('Generative AI',)",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/posts/symantec_how-to-delete-your-data-from-chatgpt-activity-7065340466933731328-q2lD,Symantec,. .,(),United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.tenable.com/blog/openai-chatgpt-and-gpt-4-used-as-lure-in-phishing-scams-to-promote-fake-token-airdrop,Symantec,"OpenAI’s ChatGPT and GPT-4 Used as Lure in Phishing Email, Twitter Scams to Promote Fake OpenAI Tokens - Blog | Tenable®FacebookGoogle PlusTwitter","('OpenAI', 'GPT-4', 'ChatGPT', 'Chatbot')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
